Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
14.06.2021,1,,0.003,,0.00,0.001
14.06.2021,7,0.07,0.007,0.2,0.01,0.003
14.06.2021,13,,0.010,,0.01,0.007
14.06.2021,19,0.08,0.008,0.6,0.02,0.004
15.06.2021,1,,0.002,,0.01,0.002
15.06.2021,7,0.07,0.005,0.4,0.01,0.005
15.06.2021,13,,0.008,,0.02,0.006
15.06.2021,19,0.07,0.008,0.6,0.03,0.004
16.06.2021,1,,0.000,,0.00,0.001
16.06.2021,7,0.07,0.007,0.2,0.01,0.003
16.06.2021,13,,0.010,,0.01,0.007
16.06.2021,19,0.07,0.012,0.6,0.02,0.005
17.06.2021,1,,0.002,,0.01,0.002
17.06.2021,7,0.07,0.005,0.5,0.01,0.003
