Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
12.11.2020,1,,0.008,,0.01,0.000
12.11.2020,7,0.07,0.152,0.25,0.02,0.001
12.11.2020,13,,0.021,,0.03,0.003
12.11.2020,19,0.07,0.027,0.4,0.04,0.002
13.11.2020,1,,0.011,,0.01,0.001
13.11.2020,7,0.07,0.014,0.3,0.01,0.002
13.11.2020,13,,0.023,,0.02,0.004
13.11.2020,19,0.07,0.031,0.4,0.03,0.003
14.11.2020,1,,0.006,,0.00,0.000
14.11.2020,7,0.07,0.011,0.2,0.01,0.002
14.11.2020,13,,0.015,,0.02,0.002
14.11.2020,19,0.07,0.020,0.3,0.02,0.004
16.11.2020,1,,0.009,,0.00,0.001
16.11.2020,7,0.07,0.014,0.2,0.00,0.002
