Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.12.03,01,,0.012,,0.10,0.001,,0.003
2021.12.03,07,0.17,,1.2,,0.001,0.036,0.005
2021.12.03,13,,,,,,,
2021.12.03,19,,,,,,,
2021.12.02,01,,0.016,,0.11,0.002,,0.002
2021.12.02,07,0.17,,1.7,,0.001,0.040,0.005
2021.12.02,13,,0.025,,0.19,0.001,,0.010
2021.12.02,19,0.17,,1.4,,0.001,0.082,0.008
2021.12.01,01,,0.017,,0.06,0.001,,0.002
2021.12.01,07,0.17,,1.2,,0.001,0.031,0.003
2021.12.01,13,,0.028,,0.21,0.001,,0.009
2021.12.01,19,0.17,,1.6,,0.001,0.082,0.001
2021.11.30,01,,0.021,,0.08,0.000,,0.002
2021.11.30,07,0.17,,1.4,,0.001,0.035,0.004
2021.11.30,13,,0.025,,0.15,0.001,,0.009
2021.11.30,19,0.17,,1.7,,0.001,0.094,0.008
2021.11.29,01,,0.016,,0.09,0.001,,0.003
2021.11.29,07,0.18,,1.2,,0.001,0.043,0.006
2021.11.29,13,,0.034,,0.17,0.001,,0.011
2021.11.29,19,0.18,,1.7,,0.001,0.101,0.009
