Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
15.08.2022,1,,0.002,,0.01,0.001
15.08.2022,7,0.07,0.005,0.3,0.00,0.004
15.08.2022,13,,0.008,,0.02,0.007
15.08.2022,19,0.07,0.007,0.6,0.01,0.002
16.08.2022,1,,0.003,,0.00,0.000
16.08.2022,7,0.07,0.007,0.3,0.00,0.001
16.08.2022,13,,0.005,,0.01,0.003
16.08.2022,19,0.07,0.002,0.5,0.02,0.003
17.08.2022,1,,0.000,,0.00,0.002
17.08.2022,7,0.07,0.002,0.5,0.01,0.004
17.08.2022,13,,0.008,,0.01,0.006
17.08.2022,19,0.08,0.005,0.6,0.01,0.003
18.08.2022,1,,0.002,,0.00,0.003
18.08.2022,7,0.07,0.003,0.4,0.01,0.005
18.08.2022,13,,0.012,,0.02,0.004
18.08.2022,19,0.08,0.008,0.6,0.00,0.007
19.08.2022,1,,0.000,,0.00,0.002
19.08.2022,7,0.07,0.005,0.5,0.01,0.004
