Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.11.05,01,,0.017,,0.09,0.001,,0.004
2021.11.05,07,0.18,,1.7,,0.001,0.044,0.006
2021.11.05,13,,,,,,,
2021.11.05,19,,,,,,,
2021.11.04,01,,0.01,,0.07,0.001,,0.003
2021.11.04,07,0.17,,1.9,,0.001,0.034,0.006
2021.11.04,13,,0.024,,0.24,0.002,,0.013
2021.11.04,19,0.18,,2.3,,0.001,0.081,0.011
2021.11.03,01,,0.011,,0.09,0.001,,0.002
2021.11.03,07,0.18,,1.3,,0.001,0.038,0.005
2021.11.03,13,,0.026,,0.23,0.001,,0.012
2021.11.03,19,0.14,,2.2,,0.001,0.109,0.010
2021.11.02,01,,0.014,,0.09,0.001,,0.002
2021.11.02,07,0.17,,1.7,,0.001,0.045,0.005
2021.11.02,13,,0.021,,0.21,0.001,,0.011
2021.11.02,19,0.18,,1.9,,0.001,0.103,0.009
2021.11.01,01,,0.011,,0.10,0.000,,0.004
2021.11.01,07,0.17,,1.6,,0.001,0.052,0.006
2021.11.01,13,,0.035,,0.31,0.002,,0.017
2021.11.01,19,0.17,,2.1,,0.002,0.016,0.013
