Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.01.06,01,,0.011,,0.07,0.000,,0.003
2022.01.06,07,0.18,,2.0,,0.001,0.048,0.006
2022.01.06,13,,,,,,,
2022.01.06,19,,,,,,,
2022.01.05,01,,0.011,,0.08,0.000,,0.004
2022.01.05,07,0.14,,1.3,,0.001,0.044,0.007
2022.01.05,13,,0.023,,0.21,0.001,,0.011
2022.01.05,19,0.18,,2.8,,0.001,0.094,0.010
2022.01.04,01,,0.011,,0.07,0.000,,0.003
2022.01.04,07,0.11,,1.7,,0.001,0.035,0.006
2022.01.04,13,,0.025,,0.18,0.001,,0.013
2022.01.04,19,0.17,,1.5,,0.001,0.111,0.010
2022.01.03,01,,0.014,,0.05,0.000,,0.004
2022.01.03,07,0.18,,1.3,,0.001,0.041,0.005
2022.01.03,13,,0.027,,0.16,0.001,,0.012
2022.01.03,19,0.18,,1.4,,0.001,0.105,0.010
