Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
12.08.2021,1,,0.002,,0.01,0.001
12.08.2021,7,0.07,0.007,0.4,0.02,0.003
12.08.2021,13,,0.012,,0.03,0.004
12.08.2021,19,0.07,0.008,0.5,0.04,0.006
13.08.2021,1,,0.002,,0.01,0.002
13.08.2021,7,0.07,0.007,0.3,0.02,0.005
13.08.2021,13,,0.010,,0.03,0.007
13.08.2021,19,0.07,0.008,0.4,0.04,0.003
14.08.2021,1,,0.002,,0.02,0.001
14.08.2021,7,0.07,0.005,0.2,0.02,0.002
14.08.2021,13,,0.012,,0.03,0.005
14.08.2021,19,0.07,0.008,0.2,0.04,0.006
16.08.2021,1,,0.002,,0.01,0.002
16.08.2021,7,0.07,0.007,0.3,0.02,0.004
