Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
03.12.2020,1,,0.042,,,0.002
03.12.2020,7,0.07,,0.6,0.08,0.004
03.12.2020,13,,0.156,,,0.008
03.12.2020,19,0.07,,0.7,0.13,0.006
04.12.2020,1,,0.052,,,0.002
04.12.2020,7,0.07,,0.9,0.07,0.003
04.12.2020,13,,0.138,,,0.007
04.12.2020,19,0.07,,1.5,0.11,0.005
05.12.2020,1,,0.057,,,0.000
05.12.2020,7,0.07,,0.7,0.08,0.002
05.12.2020,13,,0.159,,,0.005
05.12.2020,19,0.07,,1.3,0.12,0.004
07.12.2020,1,,0.064,,,0.001
07.12.2020,7,0.06,,0.8,0.10,0.003
