Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.07.2022,1,,0.003,,0.00,0.000
11.07.2022,7,0.07,0.008,0.4,0.01,0.002
11.07.2022,13,,0.012,,0.01,0.004
11.07.2022,19,0.07,0.010,0.5,0.02,0.003
12.07.2022,1,,0.003,,0.00,0.000
12.07.2022,7,0.07,0.007,0.2,0.00,0.001
12.07.2022,13,,0.010,,0.01,0.005
12.07.2022,19,0.07,0.005,0.4,0.02,0.004
13.07.2022,1,,0.002,,0.00,0.001
13.07.2022,7,0.07,0.007,0.2,0.01,0.000
13.07.2022,13,,0.010,,0.02,0.002
13.07.2022,19,0.08,0.005,0.3,0.03,0.001
14.07.2022,1,,0.002,,0.01,0.000
14.07.2022,7,0.07,0.005,0.4,0.01,0.001
14.07.2022,13,,0.008,,0.02,0.003
14.07.2022,19,0.08,0.007,0.3,0.03,0.003
15.07.2022,1,,0.002,,0.01,0.002
15.07.2022,7,0.07,0.007,0.2,0.02,0.003
