Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
17.05.2021,1,,0.000,,0.00,0.002
17.05.2021,7,0.07,0.003,0.1,0.01,0.003
17.05.2021,13,,0.008,,0.01,0.004
17.05.2021,19,0.07,0.005,0.3,0.02,0.003
18.05.2021,1,,0.002,,0.00,0.002
18.05.2021,7,0.07,0.005,0.2,0.01,0.005
18.05.2021,13,,0.007,,0.02,0.003
18.05.2021,19,0.07,0.003,0.5,0.02,0.003
19.05.2021,1,,0.000,,0.00,0.001
19.05.2021,7,0.07,0.003,0.3,0.01,0.002
19.05.2021,13,,0.007,,0.01,0.003
19.05.2021,19,0.07,0.005,0.5,0.02,0.000
20.05.2021,1,,0.000,,0.00,0.000
20.05.2021,7,0.07,0.003,0.3,0.01,0.001
19.05.2021,13,,0.007,,0.01,0.003
19.05.2021,19,0.07,0.005,0.5,0.02,0.000
20.05.2021,1,,0.000,,0.00,0.000
20.05.2021,7,0.07,0.003,0.3,0.01,0.001
20.05.2021,13,,0.007,,0.02,0.003
20.05.2021,19,0.07,0.007,0.5,0.02,0.002
21.05.2021,1,,0.000,,0.00,0.002
21.05.2021,7,0.07,0.003,0.3,0.01,0.003
