Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.06.25,01,,0.008,,0.13,0.001,,0.004
2021.06.25,07,0.18,,3.13,,0.002,0.081,0.008
2021.06.25,13,,,,,,,
2021.06.25,19,,,,,,,
2021.06.24,01,,0.010,,0.15,0.001,,0.005
2021.06.24,07,0.18,,2.7,,0.002,0.088,0.008
2021.06.24,13,,0.022,,0.23,0.003,,0.015
2021.06.24,19,0.19,,4.1,,0.002,0.139,0.014
2021.06.23,01,,0.008,,0.16,0.001,,0.006
2021.06.23,07,0.18,,2.5,,0.002,0.079,0.008
2021.06.23,13,,0.024,,0.30,0.003,,0.015
2021.06.23,19,0.19,,3.8,,0.002,0.130,0.014
2021.06.22,01,,0.010,,0.10,0.000,,0.005
2021.06.22,07,0.18,,1.7,,0.001,0.050,0.007
2021.06.22,13,,0.022,,0.30,0.002,,0.014
2021.06.22,19,0.19,,3.6,,0.002,0.123,0.013
