Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.12.24,01,,0.058,,0.12,0.001,,0.003
2020.12.24,07,0.17,,1.1,,0.001,0.045,0.005
2020.12.24,13,,,,,,,
2020.12.24,19,,,,,,,
2020.12.23,01,,0.079,,0.07,0.000,,0.002
2020.12.23,07,0.17,,1.0,,0.001,0.036,0.005
2020.12.23,13,,0.174,,0.25,0.002,,0.011
2020.12.23,19,0.17,,1.4,,0.002,0.094,0.009
2020.12.22,01,,0.072,,0.10,0.000,,0.003
2020.12.22,07,0.17,,1.45,,0.001,0.050,0.005
2020.12.22,13,,0.208,,0.20,0.003,,0.009
2020.12.22,19,0.17,,1.6,,0.002,0.075,0.007
2020.12.21,01,,0.075,,0.09,0.001,,0.004
2020.12.21,07,0.17,,1.4,,0.001,0.055,0.006
2020.12.21,13,,0.194,,0.23,0.003,,0.009
2020.12.21,19,0.17,,2.2,,0.002,0.096,0.008
2020.12.19,01,,0.065,,0.10,0.001,,0.002
2020.12.19,07,0.17,,1.4,,0.001,0.041,0.005
2020.12.19,13,,0.203,,0.18,0.001,,0.010
2020.12.19,19,0.17,,1.8,,0.003,0.079,0.008
2020.12.18,01,,0.077,,0.13,0.001,,0.003
2020.12.18,07,0.17,,2.0,,0.001,0.053,0.005
2020.12.18,13,,0.186,,0.17,0.003,,0.011
2020.12.18,19,0.17,,2.5,,0.003,0.092,0.009
2020.12.17,01,,0.068,,0.15,0.000,,0.004
2020.12.17,07,0.17,,1.3,,0.000,0.059,0.006
2020.12.17,13,,0.209,,0.24,0.003,,0.010
2020.12.17,19,0.17,,2.3,,0.002,0.085,0.008
