Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
29.08.2022,1,,0.000,,0.00,0.002
29.08.2022,7,0.07,0.005,0.5,0.01,0.003
29.08.2022,13,,0.010,,0.02,0.008
29.08.2022,19,0.08,0.008,1.0,0.01,0.006
30.08.2022,1,,0.002,,0.01,0.001
30.08.2022,7,0.07,0.007,0.8,0.01,0.003
30.08.2022,13,,0.010,,0.02,0.008
30.08.2022,19,0.07,0.008,0.5,0.02,0.005
31.08.2022,1,,0.002,,0.00,0.002
31.08.2022,7,0.07,0.005,0.6,0.01,0.004
31.08.2022,13,,0.012,,0.01,0.006
31.08.2022,19,0.07,0.007,1.0,0.02,0.003
01.09.2022,1,,0.002,,0.01,0.001
01.09.2022,7,0.07,0.005,0.6,0.01,0.002
01.09.2022,13,,0.010,,0.01,0.006
01.09.2022,19,0.07,0.008,1.1,0.02,0.004
02.09.2022,1,,0.003,,0.00,0.000
02.09.2022,7,0.07,0.008,1.6,0.01,0.002
