Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
06.06.2022,1,,0.010,,0.01,0.001
06.06.2022,7,0.07,0.015,0.5,0.01,0.004
06.06.2022,13,,0.021,,0.02,0.007
06.06.2022,19,0.07,0.016,0.6,0.03,0.003
07.06.2022,1,,0.010,,0.00,0.002
07.06.2022,7,0.07,0.015,0.4,0.01,0.003
07.06.2022,13,,0.022,,0.02,0.005
07.06.2022,19,0.08,0.017,0.6,0.02,0.007
08.06.2022,1,,0.008,,0.01,0.003
08.06.2022,7,0.07,0.013,0.3,0.01,0.004
08.06.2022,13,,0.017,,0.02,0.008
08.06.2022,19,0.08,0.012,0.6,0.04,0.003
09.06.2022,1,,0.008,,0.01,0.002
09.06.2022,7,0.07,0.012,0.5,0.01,0.005
