Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.08.2021,1,,0.002,,0.01,0.002
16.08.2021,7,0.07,0.007,0.3,0.02,0.004
16.08.2021,13,,0.014,,0.03,0.007
16.08.2021,19,0.08,0.010,0.4,0.04,0.005
17.08.2021,1,,0.002,,0.02,0.002
17.08.2021,7,0.07,0.007,0.2,0.02,0.003
17.08.2021,13,,0.012,,0.04,0.006
17.08.2021,19,0.08,0.007,1.1,0.05,0.004
18.08.2021,1,,0.000,,0.01,0.001
18.08.2021,7,0.07,0.003,0.1,0.016,0.003
18.08.2021,13,,0.010,,0.02,0.005
18.08.2021,19,0.07,0.008,1.1,0.03,0.003
19.08.2021,1,,0.000,,0.01,0.000
19.08.2021,7,0.07,0.005,0.2,0.02,0.002
