Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.07.2021,1,,0.003,,,0.005
26.07.2021,7,0.07,,1.0,0.12,0.007
26.07.2021,13,,0.017,,,0.013
26.07.2021,19,0.07,,2.0,0.18,0.010
27.07.2021,1,,0.003,,,0.004
27.07.2021,7,0.07,,1.5,0.08,0.007
27.07.2021,13,,0.017,,,0.014
27.07.2021,19,0.08,,1.7,0.15,0.009
28.07.2021,1,,0.002,,,0.003
28.07.2021,7,0.07,,1.5,0.07,0.007
28.07.2021,13,,0.015,,,0.015
28.07.2021,19,0.08,,2.3,0.12,0.012
29.07.2021,1,,0.003,,,0.003
29.07.2021,7,0.07,,1.4,0.07,0.008
