Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
09.08.2021,1,,0.002,,0.01,0.002
09.08.2021,7,0.07,0.005,0.5,0.01,0.004
09.08.2021,13,,0.012,,0.02,0.005
09.08.2021,19,0.08,0.010,0.3,0.03,0.003
10.08.2021,1,,0.002,,0.01,0.001
10.08.2021,7,0.07,0.007,0.2,0.02,0.003
10.08.2021,13,,0.012,,0.03,0.007
10.08.2021,19,0.08,0.001,0.4,0.04,0.004
11.08.2021,1,,0.002,,0.01,0.002
11.08.2021,7,0.07,0.007,0.3,0.02,0.003
11.08.2021,13,,0.012,,0.03,0.005
11.08.2021,19,0.08,0.008,0.5,0.04,0.004
12.08.2021,1,,0.002,,0.01,0.001
12.08.2021,7,0.07,0.007,0.4,0.02,0.003
