Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
10.06.2021,1,,0.005,,0.01,0.002
10.06.2021,7,0.07,0.008,0.3,0.01,0.004
10.06.2021,13,,0.010,,0.02,0.006
10.06.2021,19,0.07,0.008,0.5,0.03,0.003
11.06.2021,1,,0.002,,0.01,0.001
11.06.2021,7,0.07,0.007,0.4,0.01,0.003
11.06.2021,13,,0.008,,0.02,0.005
11.06.2021,19,0.07,0.009,0.5,0.03,0.004
12.06.2021,1,,0.002,,0.01,0.002
12.06.2021,7,0.07,0.005,0.3,0.01,0.005
12.06.2021,13,,0.008,,0.02,0.008
12.06.2021,19,0.07,0.005,0.4,0.02,0.003
14.06.2021,1,,0.003,,0.00,0.001
14.06.2021,7,0.07,0.007,0.2,0.01,0.003
14.06.2021,13,,0.010,,0.01,0.007
14.06.2021,19,0.08,0.008,0.6,0.02,0.004
15.06.2021,1,,0.002,,0.01,0.002
15.06.2021,7,0.07,0.005,0.4,0.01,0.005
15.06.2021,13,,0.008,,0.02,0.006
15.06.2021,19,0.07,0.008,0.6,0.03,0.004
16.06.2021,1,,0.000,,0.00,0.001
16.06.2021,7,0.07,0.007,0.2,0.01,0.003
