Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.08.2022,1,,0.007,,,0.003
25.08.2022,7,0.07,,0.99,0.08,0.004
25.08.2022,13,,0.013,,,0.013
25.08.2022,19,0.07,,1.1,0.11,0.009
26.08.2022,1,,0.003,,,0.003
26.08.2022,7,0.07,,0.6,0.06,0.007
26.08.2022,13,,0.015,,,0.014
26.08.2022,19,0.08,,0.6,0.09,0.010
27.08.2022,1,,0.002,,,0.002
27.08.2022,7,0.07,,0.7,0.05,0.005
27.08.2022,13,,0.012,,,0.015
27.08.2022,19,0.08,,0.5,0.11,0.008
29.08.2022,1,,0.002,,,0.003
29.08.2022,7,0.07,,0.6,0.05,0.004
