Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
19.12.2020,1,,0.056,,,0.002
19.12.2020,7,0.07,,0.8,0.10,0.003
19.12.2020,13,,0.204,,,0.008
19.12.2020,19,0.07,,1.0,0.17,0.005
21.12.2020,1,,0.068,,,0.001
21.12.2020,7,0.07,,0.6,0.08,0.002
21.12.2020,13,,0.166,,,0.005
21.12.2020,19,0.07,,1.2,0.17,0.003
22.12.2020,1,,0.049,,,0.002
22.12.2020,7,0.07,,0.7,0.12,0.003
22.12.2020,13,,0.175,,,0.006
22.12.2020,19,0.07,,0.9,0.17,0.004
23.12.2020,1,,0.044,,,0.002
23.12.2020,7,0.07,,0.6,0.09,0.004
23.12.2020,13,,0.142,,,0.007
23.12.2020,19,0.07,,0.9,0.20,0.005
24.12.2020,1,,0.053,,,0.002
24.12.2020,7,0.07,,0.5,0.14,0.003
