Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.08.03,01,,0.005,,0.10,0.06,0.000,,0.007
2021.08.03,07,0.11,0.017,2.0,0.12,0.08,0.001,0.00,0.008
2021.08.03,13,,,,,,,,
2021.08.03,19,,,,,,,,
2021.08.02,01,,0.005,,0.09,0.06,0.000,,0.006
2021.08.02,07,0.11,0.002,2.4,0.07,0.07,0.001,0.00,0.009
2021.08.02,13,,0.021,,0.21,0.13,0.002,,0.021
2021.08.02,19,0.11,0.017,3.9,0.28,0.18,0.001,0.01,0.015
2021.07.31,01,,0.005,,0.11,0.06,0.000,,0.008
2021.07.31,07,0.07,0.013,2.3,0.13,0.08,0.001,0.00,0.010
2021.07.31,13,,0.020,,0.16,0.10,0.002,,0.019
2021.07.31,19,0.11,0.019,2.6,0.18,0.12,0.002,0.01,0.015
2021.07.30,01,,0.005,,0.09,0.06,0.000,,0.006
2021.07.30,07,0.11,0.018,2.3,0.11,0.07,0.001,0.00,0.008
2021.07.30,13,,0.020,,0.18,0.11,0.002,,0.021
2021.07.30,19,0.11,0.022,4.2,0.25,0.15,0.002,0.01,0.019
2021.07.29,01,,0.005,,0.10,0.06,0.000,,0.005
2021.07.29,07,0.11,0.018,3.3,0.13,0.08,0.001,0.00,0.010
2021.07.29,13,,0.020,,0.19,0.12,0.002,,0.020
2021.07.29,19,0.08,0.019,4.9,0.25,0.17,0.002,0.01,0.017
2021.07.28,01,,0.005,,0.10,0.06,0.000,,0.003
2021.07.28,07,0.11,0.018,1.5,0.11,0.07,0.001,0.00,0.007
2021.07.28,13,,0.017,,0.17,0.11,0.002,,0.020
2021.07.28,19,0.08,0.020,4.6,0.25,0.16,0.001,0.01,0.019
