Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.26,01,,0.015,,0.07,0.04,0.000,,0.002
2021.11.26,07,0.07,0.020,1.3,0.08,0.05,0.001,0.01,0.004
2021.11.26,13,,,,,,,,
2021.11.26,19,,,,,,,,
2021.11.25,01,,0.014,,0.06,0.04,0.000,,0.002
2021.11.25,07,0.10,0.020,1.3,0.09,0.06,0.001,0.01,0.003
2021.11.25,13,,0.025,,0.16,0.10,0.001,,0.009
2021.11.25,19,0.10,0.029,2.6,0.18,0.11,0.001,0.01,0.005
2021.11.24,01,,0.012,,0.05,0.03,0.000,,0.002
2021.11.24,07,0.07,0.017,2.4,0.07,0.04,0.001,0.00,0.005
2021.11.24,13,,0.023,,0.14,0.09,0.001,,0.009
2021.11.24,19,0.10,0.03,2.2,0.20,0.01,0.001,0.01,0.008
2021.11.23,01,,0.014,,0.06,0.03,0.000,,0.002
2021.11.23,07,0.10,0.018,1.6,0.08,0.04,0.001,0.01,0.004
2021.11.23,13,,0.020,,0.14,0.09,0.001,,0.010
2021.11.23,19,0.07,0.017,2.0,0.17,0.11,0.001,0.01,0.008
2021.11.22,01,,0.011,,0.06,0.03,0.000,,0.002
2021.11.22,07,0.11,0.014,2.1,0.09,0.05,0.001,0.01,0.006
2021.11.22,13,,0.019,,0.16,0.10,0.001,,0.011
2021.11.22,19,0.14,0.016,2.5,0.19,0.10,0.001,0.01,0.009
