Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.08.2021,1,,0.003,,,0.002
02.08.2021,7,0.07,,1.1,0.05,0.005
02.08.2021,13,,0.012,,,0.014
02.08.2021,19,0.07,,2.1,0.13,0.010
03.08.2021,1,,0.003,,,0.003
03.08.2021,7,0.07,,1.1,0.11,0.006
03.08.2021,13,,0.010,,,0.013
03.08.2021,19,0.07,,1.7,0.14,0.009
04.08.2021,1,,0.004,,,0.002
04.08.2021,7,0.07,,1.3,0.08,0.003
04.08.2021,13,,0.017,,,0.010
04.08.2021,19,0.07,,2.0,0.11,0.008
05.08.2021,1,,0.003,,,0.002
05.08.2021,7,0.07,,1.3,0.09,0.005
