Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.07.2021,1,,0.002,,0.01,0.002
26.07.2021,7,0.07,0.005,0.4,0.01,0.004
26.07.2021,13,,0.011,,0.02,0.008
26.07.2021,19,0.07,0.008,0.6,0.03,0.006
27.07.2021,1,,0.002,,0.00,0.002
27.07.2021,7,0.08,0.007,0.5,0.01,0.004
27.07.2021,13,,0.010,,0.02,0.007
27.07.2021,19,0.08,0.008,0.6,0.03,0.004
28.07.2021,1,,0.002,,0.01,0.001
28.07.2021,7,0.07,0.007,0.2,0.01,0.003
28.07.2021,13,,0.010,,0.02,0.007
28.07.2021,19,0.08,0.008,0.6,0.03,0.008
29.07.2021,1,,0.002,,0.01,0.002
29.07.2021,7,0.07,0.007,0.5,0.01,0.006
