Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.06.2022,1,,0.017,,,0.003
20.06.2022,7,0.07,,1.3,0.07,0.006
20.06.2022,13,,0.027,,,0.012
20.06.2022,19,0.08,,1.4,0.14,0.014
21.06.2022,1,,0.012,,,0.002
21.06.2022,7,0.07,,1.4,0.05,0.007
21.06.2022,13,,0.021,,,0.010
21.06.2022,19,0.07,,1.6,0.11,0.005
22.06.2022,1,,0.010,,,0.001
22.06.2022,7,0.07,,1.1,0.08,0.004
22.06.2022,13,,0.016,,,0.008
22.06.2022,19,0.07,,1.3,0.13,0.006
23.06.2022,1,,0.008,,,0.002
23.06.2022,7,0.07,,1.0,0.10,0.004
