Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
23.12.2021,1,,0.011,,,0.000
23.12.2021,7,0.06,,0.5,0.06,0.002
23.12.2021,13,,0.023,,,0.006
23.12.2021,19,0.06,,0.2,0.21,0.003
24.12.2021,1,,0.011,,,0.002
24.12.2021,7,0.07,,0.2,0.07,0.003
24.12.2021,13,,0.025,,,0.008
24.12.2021,19,0.07,,0.3,0.16,0.007
27.12.2021,1,,0.011,,,0.001
27.12.2021,7,0.07,,0.2,0.04,0.002
27.12.2021,13,,0.026,,,0.007
27.12.2021,19,0.07,,0.2,0.13,0.005
28.12.2021,1,,0.009,,,0.000
28.12.2021,7,0.07,,0.3,0.05,0.002
28.12.2021,13,,0.022,,,0.005
28.12.2021,19,0.07,,0.6,0.14,0.004
29.12.2021,1,,0.011,,,0.001
29.12.2021,7,0.07,,0.4,0.08,0.003
29.12.2021,13,,0.025,,,0.006
29.12.2021,19,0.07,,0.5,0.17,0.002
30.12.2021,1,,0.011,,,0.002
30.12.2021,7,0.07,,0.2,0.05,0.003
