Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.30,01,,0.017,,0.05,0.03,0.000,,0.002
2021.11.30,07,0.07,0.022,1.2,0.06,0.03,0.001,0.01,0.003
2021.11.30,13,,,,,,,,
2021.11.30,19,,,,,,,,
2021.11.29,01,,0.014,,0.06,0.03,0.001,,0.002
2021.11.29,07,0.07,0.021,1.1,0.07,0.04,0.001,0.01,0.005
2021.11.29,13,,0.026,,0.11,0.07,0.001,,0.011
2021.11.29,19,0.14,0.036,2.5,0.16,0.10,0.001,0.01,0.008
2021.11.27,01,,0.013,,0.06,0.04,0.000,,0.003
2021.11.27,07,0.07,0.016,1.4,0.07,0.05,0.001,0.01,0.006
2021.11.27,13,,0.026,,0.10,0.06,0.001,,0.011
2021.11.27,19,0.11,0.021,1.8,0.13,0.08,0.001,0.01,0.009
2021.11.26,01,,0.015,,0.07,0.04,0.000,,0.002
2021.11.26,07,0.07,0.020,1.3,0.08,0.05,0.001,0.01,0.004
2021.11.26,13,,0.016,,0.11,0.07,0.001,,0.010
2021.11.26,19,0.14,0.025,2.0,0.15,0.10,0.001,0.01,0.008
2021.11.25,01,,0.014,,0.06,0.04,0.000,,0.002
2021.11.25,07,0.10,0.020,1.3,0.09,0.06,0.001,0.01,0.003
2021.11.25,13,,0.025,,0.16,0.10,0.001,,0.009
2021.11.25,19,0.10,0.029,2.6,0.18,0.11,0.001,0.01,0.005
2021.11.24,01,,0.012,,0.05,0.03,0.000,,0.002
2021.11.24,07,0.07,0.017,2.4,0.07,0.04,0.001,0.00,0.005
2021.11.24,13,,0.023,,0.14,0.09,0.001,,0.009
2021.11.24,19,0.10,0.03,2.2,0.20,0.01,0.001,0.01,0.008
