Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.04.18,01,,0.021,,0.07,0.000,,0.002
2022.04.18,07,0.07,,0.9,,0.001,0.052,0.005
2022.04.18,13,,,,,,,
2022.04.18,19,,,,,,,
2022.04.16,01,,0.024,,0.08,0.001,,0.000
2022.04.16,07,0.11,,1.3,,0.001,0.077,0.003
2022.04.16,13,,0.042,,0.20,0.001,,0.005
2022.04.16,19,0.10,,1.9,,0.001,0.127,0.007
2022.04.15,01,,0.020,,0.09,0.000,,0.002
2022.04.15,07,0.10,,1.6,,0.001,0.053,0.004
2022.04.15,13,,0.039,,0.19,0.001,,0.007
2022.04.15,19,0.11,,2.5,,0.001,0.104,0.005
