Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.06.2022,1,,0.012,,0.00,0.002
02.06.2022,7,0.07,0.016,0.4,0.01,0.004
02.06.2022,13,,0.023,,0.02,0.006
02.06.2022,19,0.08,0.018,0.6,0.02,0.003
03.06.2022,1,,0.008,,0.01,0.001
03.06.2022,7,0.07,0.015,0.5,0.01,0.003
03.06.2022,13,,0.016,,0.02,0.007
03.06.2022,19,0.07,0.016,0.6,0.03,0.004
04.06.2022,1,,0.010,,0.00,0.000
04.06.2022,7,0.07,0.013,0.3,0.01,0.002
04.06.2022,13,,0.020,,0.02,0.005
04.06.2022,19,0.07,0.016,0.4,0.02,0.003
06.06.2022,1,,0.010,,0.01,0.001
06.06.2022,7,0.07,0.015,0.5,0.01,0.004
