Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.08.2022,1,,0.002,,0.01,0.003
22.08.2022,7,0.07,0.000,0.4,0.01,0.004
22.08.2022,13,,0.005,,0.02,0.009
22.08.2022,19,0.08,0.008,0.6,0.01,0.006
23.08.2022,1,,0.005,,0.00,0.002
23.08.2022,7,0.07,0.008,0.3,0.01,0.005
23.08.2022,13,,0.013,,0.01,0.010
23.08.2022,19,0.08,0.010,0.9,0.02,0.008
24.08.2022,1,,0.003,,0.01,0.002
24.08.2022,7,0.07,0.007,0.7,0.01,0.003
24.08.2022,13,,0.010,,0.02,0.008
24.08.2022,19,0.08,0.013,0.09,0.01,0.006
25.08.2022,1,,0.000,,0.00,0.003
25.08.2022,7,0.07,0.005,0.9,0.01,0.005
