Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2020.12.04,01,,0.048,,0.07,0.03,0.001,,0.002
2020.12.04,07,0.07,0.066,1.3,0.09,0.05,0.001,0.01,0.005
2020.12.04,13,,,,,,,,
2020.12.04,19,,,,,,,,
2020.12.03,01,,0.040,,0.06,0.04,0.000,,0.003
2020.12.03,07,0.07,0.048,1.1,0.13,0.07,0.001,0.01,0.005
2020.12.03,13,,0.137,,0.21,0.13,0.003,,0.008
2020.12.03,19,0.07,0.162,1.6,0.26,0.14,0.003,0.01,0.007
2020.12.02,01,,0.055,,0.07,0.04,0.001,,0.002
2020.12.02,07,0.07,0.065,1.0,0.10,0.06,0.001,0.01,0.005
2020.12.02,13,,0.105,,0.15,0.09,0.003,,0.009
2020.12.02,19,0.07,0.125,1.9,0.17,0.11,0.003,0.02,0.007
2020.12.01,01,,0.065,,0.08,0.04,0.000,,0.002
2020.12.01,07,0.07,0.071,1.5,0.12,0.07,0.001,0.01,0.003
2020.12.01,13,,0.136,,0.18,0.11,0.003,,0.009
2020.12.01,19,0.07,0.152,1.6,0.23,0.14,0.002,0.01,0.007
2020.11.30,01,,0.059,,0.07,0.01,0.000,,0.001
2020.11.30,07,0.07,0.079,1.0,0.08,0.05,0.001,0.01,0.002
2020.11.30,13,,0.164,,0.17,0.00,0.002,,0.007
2020.11.30,19,0.07,0.185,2.0,0.22,0.14,0.002,0.01,0.005
