Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.06.17,01,,0.018,,0.08,0.04,0.000,,0.004
2022.06.17,07,0.11,0.021,1.2,0.11,0.06,0.001,0.01,0.007
2022.06.17,13,,,,,,,,
2022.06.17,19,,,,,,,,
2022.06.16,01,,0.015,,0.06,0.04,0.000,,0.002
2022.06.16,07,0.11,0.018,0.7,0.09,0.06,0.001,0.01,0.006
2022.06.16,13,,0.023,,0.19,0.12,0.001,,0.014
2022.06.16,19,0.07,0.016,1.5,0.23,0.14,0.001,0.01,0.012
2022.06.15,01,,0.013,,0.08,0.04,0.000,,0.002
2022.06.15,07,0.07,0.016,1.2,0.10,0.05,0.001,0.01,0.006
2022.06.15,13,,0.026,,0.17,0.10,0.001,,0.011
2022.06.15,19,0.07,0.018,0.8,0.20,0.12,0.001,0.01,0.010
2022.06.14,01,,0.017,,0.09,0.05,0.000,,0.003
2022.06.14,07,0.07,0.022,1.5,0.11,0.06,0.001,0.01,0.005
2022.06.14,13,,0.025,,0.18,0.11,0.001,,0.012
2022.06.14,19,0.15,0.02,1.6,0.22,0.13,0.001,0.01,0.009
2022.06.13,01,,0.015,,0.10,0.06,0.000,,0.005
2022.06.13,07,0.07,0.022,5.5,0.12,0.07,0.001,0.01,0.012
2022.06.13,13,,0.025,,0.22,0.13,0.001,,0.016
2022.06.13,19,0.08,0.023,2.1,0.27,0.16,0.001,0.01,0.014
