Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.10.04,01,,0.005,,0.05,0.03,0.000,,0.000
2021.10.04,07,0.10,0.014,1.9,0.07,0.04,0.001,0.01,0.003
2021.10.04,13,,,,,,,,
2021.10.04,19,,,,,,,,
2021.10.02,01,,0.005,,0.06,0.03,0.000,,0.003
2021.10.02,07,0.07,0.014,1.7,0.08,0.045,0.001,0.00,0.005
2021.10.02,13,,0.017,,0.12,0.07,0.001,,0.006
2021.10.02,19,0.14,0.016,2.1,0.18,0.12,0.00,0.01,0.006
2021.10.01,01,,0.003,,0.05,0.03,0.000,,0.002
2021.10.01,07,0.07,0.008,1.6,0.07,0.04,0.001,0.00,0.005
2021.10.01,13,,0.014,,0.16,0.04,0.001,,0.006
2021.10.01,19,0.11,0.019,4.2,0.21,0.13,0.001,0.01,0.008
2021.09.30,01,,0.005,,0.09,0.04,0.000,,0.002
2021.09.30,07,0.07,0.011,2.0,0.09,0.06,0.001,0.00,0.003
2021.09.30,13,,0.020,,0.19,0.11,0.001,,0.001
2021.09.30,19,0.11,0.019,2.5,0.23,0.13,0.001,0.01,0.009
2021.09.29,01,,0.005,,0.06,0.04,0.000,,0.002
2021.09.29,07,0.07,0.013,1.5,0.07,0.05,0.001,0.01,0.004
2021.09.29,13,,0.016,,0.19,0.10,0.001,,0.008
2021.09.29,19,0.07,0.019,1.9,0.25,0.14,0.000,0.01,0.009
2021.09.28,01,,0.005,,0.06,0.03,0.000,,0.001
2021.09.28,07,0.07,0.016,1.7,0.08,0.05,0.001,0.00,0.003
2021.09.28,13,,0.020,,0.19,0.11,0.001,,0.007
2021.09.28,19,0.14,0.017,1.9,0.17,0.09,0.001,0.02,0.010
