Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.11.2020,1,,0.023,,,0.000
02.11.2020,7,0.07,,0.8,0.05,0.002
02.11.2020,13,,0.080,,,0.006
02.11.2020,19,0.07,,1.7,0.11,0.003
03.11.2020,1,,0.050,,,0.001
03.11.2020,7,0.07,,0.9,0.03,0.002
03.11.2020,13,,0.109,,,0.006
03.11.2020,19,0.07,,1.2,0.09,0.004
04.11.2020,1,,0.036,,,0.002
04.11.2020,7,0.07,,0.9,0.08,0.005
04.11.2020,13,,0.083,,,0.007
04.11.2020,19,0.07,,1.4,0.12,0.005
05.11.2020,1,,0.042,,,0.002
05.11.2020,7,0.07,,0.7,0.05,0.004
