Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
03.06.2021,1,,0.002,,0.01,0.001
03.06.2021,7,0.07,0.005,0.2,0.01,0.002
03.06.2021,13,,0.010,,0.02,0.006
03.06.2021,19,0.07,0.007,0.5,0.03,0.005
04.06.2021,1,,0.003,,0.01,0.002
04.06.2021,7,0.07,0.007,0.2,0.01,0.003
04.06.2021,13,,0.007,,0.02,0.007
04.06.2021,19,0.07,0.005,0.4,0.02,0.003
05.06.2021,1,,0.000,,0.00,0.001
05.06.2021,7,0.07,0.003,0.2,0.01,0.002
05.06.2021,13,,0.007,,0.01,0.005
05.06.2021,19,0.07,0.009,0.4,0.02,0.004
07.06.2021,1,,0.002,,0.01,0.000
07.06.2021,7,0.07,0.005,0.2,0.01,0.002
