Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.12.2021,1,,0.011,,,0.000
20.12.2021,7,0.07,,1.1,0.07,0.001
20.12.2021,13,,0.025,,,0.008
20.12.2021,19,0.07,,0.6,0.13,0.005
21.12.2021,1,,0.011,,,0.002
21.12.2021,7,0.07,,0.2,0.06,0.003
21.12.2021,13,,0.025,,,0.006
21.12.2021,19,0.07,,0.5,0.15,0.002
22.12.2021,1,,0.011,,,0.001
22.12.2021,7,0.06,,0.3,0.07,0.002
22.12.2021,13,,0.022,,,0.005
22.12.2021,19,0.07,,0.6,0.17,0.004
23.12.2021,1,,0.011,,,0.000
23.12.2021,7,0.06,,0.5,0.06,0.002
