Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.08.2022,1,,0.002,,0.00,0.003
18.08.2022,7,0.07,0.003,0.4,0.01,0.005
18.08.2022,13,,0.012,,0.02,0.004
18.08.2022,19,0.08,0.008,0.6,0.00,0.007
19.08.2022,1,,0.000,,0.00,0.002
19.08.2022,7,0.07,0.005,0.5,0.01,0.004
19.08.2022,13,,0.003,,0.02,0.007
19.08.2022,19,0.07,0.008,0.6,0.01,0.008
20.08.2022,1,,0.003,,0.00,0.001
20.08.2022,7,0.07,0.007,0.4,0.00,0.003
20.08.2022,13,,0.000,,0.01,0.007
20.08.2022,19,0.07,0.010,0.6,0.02,0.005
22.08.2022,1,,0.002,,0.01,0.003
22.08.2022,7,0.07,0.000,0.4,0.01,0.004
