Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
19.12.2020,1,,0.012,,0.00,0.001
19.12.2020,7,0.07,0.017,0.2,0.00,0.003
19.12.2020,13,,0.021,,0.01,0.005
19.12.2020,19,0.07,0.026,0.4,0.02,0.002
21.12.2020,1,,0.011,,0.00,0.000
21.12.2020,7,0.07,0.014,0.3,0.01,0.002
21.12.2020,13,,0.023,,0.02,0.004
21.12.2020,19,0.09,0.029,0.5,0.03,0.002
22.12.2020,1,,0.012,,0.01,0.001
22.12.2020,7,0.07,0.018,0.2,0.01,0.003
22.12.2020,13,,0.025,,0.02,0.002
22.12.2020,19,0.07,0.028,0.4,0.02,0.002
23.12.2020,1,,0.016,,0.00,0.000
23.12.2020,7,0.07,0.019,0.2,0.01,0.001
23.12.2020,13,,0.016,,0.02,0.004
23.12.2020,19,0.07,0.020,0.3,0.03,0.003
24.12.2020,1,,0.009,,0.01,0.001
24.12.2020,7,0.07,0.012,0.2,0.02,0.002
