Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
31.05.2021,1,,0.003,,,0.001
31.05.2021,7,0.07,,0.6,0.05,0.002
31.05.2021,13,,0.014,,,0.006
31.05.2021,19,0.07,,1.1,0.11,0.002
01.06.2021,1,,0.005,,,0.002
01.06.2021,7,0.07,,0.8,0.05,0.003
01.06.2021,13,,0.016,,,0.006
01.06.2021,19,0.07,,1.0,0.12,0.002
02.06.2021,1,,0.005,,,0.002
02.06.2021,7,0.07,,0.5,0.04,0.004
02.06.2021,13,,0.013,,,0.006
02.06.2021,19,0.07,,0.7,0.14,0.005
03.06.2021,1,,0.005,,,0.001
03.06.2021,7,0.07,,0.6,0.06,0.003
