Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.06.2021,1,,0.003,,0.01,0.001
24.06.2021,7,0.11,0.008,0.5,0.01,0.003
24.06.2021,13,,0.012,,0.02,0.007
24.06.2021,19,0.08,0.008,0.6,0.03,0.005
25.06.2021,1,,0.003,,0.01,0.002
25.06.2021,7,0.07,0.005,0.5,0.02,0.004
25.06.2021,13,,0.012,,0.02,0.008
25.06.2021,19,0.08,0.009,0.6,0.04,0.006
26.06.2021,1,,0.002,,0.01,0.002
26.06.2021,7,0.07,0.005,0.4,0.01,0.003
26.06.2021,13,,0.008,,0.02,0.006
26.06.2021,19,0.07,0.007,0.4,0.02,0.004
29.06.2021,1,,0.002,,0.01,0.001
29.06.2021,7,0.07,0.008,0.3,0.01,0.003
29.06.2021,13,,0.010,,0.02,0.007
29.06.2021,19,0.07,0.007,0.5,0.03,0.006
30.06.2021,1,,0.002,,0.01,0.002
30.06.2021,7,0.07,0.007,0.4,0.01,0.005
