Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.06.2021,1,,0.005,,,0.003
24.06.2021,7,0.07,,1.5,0.13,0.007
24.06.2021,13,,0.017,,,0.012
24.06.2021,19,0.08,,2.7,0.18,0.009
25.06.2021,1,,0.003,,,0.002
25.06.2021,7,0.07,,1.8,0.08,0.005
25.06.2021,13,,0.015,,,0.011
25.06.2021,19,0.08,,2.1,0.14,0.009
26.06.2021,1,,0.007,,,0.003
26.06.2021,7,0.07,,0.8,0.07,0.006
26.06.2021,13,,0.015,,,0.010
26.06.2021,19,0.07,,0.9,0.13,0.013
29.06.2021,1,,0.007,,,0.003
29.06.2021,7,0.07,,1.4,0.08,0.007
