Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.06.2022,1,,0.015,,,0.003
02.06.2022,7,0.11,,1.9,0.04,0.006
02.06.2022,13,,0.023,,,0.011
02.06.2022,19,0.07,,1.6,0.11,0.009
03.06.2022,1,,0.013,,,0.003
03.06.2022,7,0.07,,1.5,0.05,0.005
03.06.2022,13,,0.021,,,0.011
03.06.2022,19,0.07,,1.3,0.12,0.010
04.06.2022,1,,0.014,,,0.002
04.06.2022,7,0.07,,1.0,0.04,0.004
04.06.2022,13,,0.023,,,0.012
04.06.2022,19,0.07,,1.3,0.10,0.008
06.06.2022,1,,0.015,,,0.002
06.06.2022,7,0.07,,1.4,0.05,0.005
