Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
06.12.2021,7,0.07,0.003,0.1,0.02,0.002
06.12.2021,13,,0.008,,0.02,0.004
06.12.2021,19,0.07,0.006,0.3,0.02,0.003
07.12.2021,1,,0.002,,0.00,0.001
07.12.2021,7,0.07,0.003,0.2,0.01,0.002
07.12.2021,13,,0.009,,0.01,0.005
07.12.2021,19,0.07,0.008,0.2,0.02,0.004
08.12.2021,1,,0.000,,0.01,0.000
08.12.2021,7,0.07,0.002,0.1,0.01,0.002
08.12.2021,13,,0.009,,0.01,0.003
08.12.2021,19,0.07,0.008,0.3,0.02,0.002
09.12.2021,1,,0.002,,0.00,0.000
09.12.2021,7,0.07,0.005,0.3,0.01,0.001
