Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
27.05.2021,1,,0.006,,,0.001
27.05.2021,7,0.07,,1.1,0.09,0.002
27.05.2021,13,,0.015,,,0.007
27.05.2021,19,0.07,,1.4,0.13,0.003
28.05.2021,1,,0.005,,,0.002
28.05.2021,7,0.07,,0.9,0.06,0.003
28.05.2021,13,,0.015,,,0.006
28.05.2021,19,0.07,,1.2,0.11,0.003
29.05.2021,1,,0.003,,,0.002
29.05.2021,7,0.07,,0.8,0.05,0.004
29.05.2021,13,,0.013,,,0.007
29.05.2021,19,0.07,,0.9,0.091,0.005
31.05.2021,1,,0.003,,,0.001
31.05.2021,7,0.07,,0.6,0.054,0.002
