Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
27.01.2022,1,,0.011,,,0.002
27.01.2022,7,0.07,,0.5,0.05,0.005
27.01.2022,13,,0.027,,,0.009
27.01.2022,19,0.07,,0.9,0.14,0.006
28.01.2022,1,,0.011,,,0.002
28.01.2022,7,0.07,,0.5,0.07,0.004
28.01.2022,13,,0.025,,,0.009
28.01.2022,19,0.07,,1.1,0.21,0.007
29.01.2022,1,,0.009,,,0.001
29.01.2022,7,0.07,,0.7,0.06,0.005
29.01.2022,13,,0.023,,,0.007
29.01.2022,19,0.07,,0.9,0.21,0.004
31.01.2022,1,,0.011,,,0.002
31.01.2022,7,0.7,,0.6,0.05,0.003
