Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.12.2021,1,,0.009,,,0.002
13.12.2021,7,0.07,,0.5,0.06,0.003
13.12.2021,13,,0.020,,,0.007
13.12.2021,19,0.07,,0.7,0.11,0.005
14.12.2021,1,,0.009,,,0.002
14.12.2021,7,0.07,,0.8,0.09,0.004
14.12.2021,13,,0.021,,,0.008
14.12.2021,19,0.07,,1.2,0.17,0.005
15.12.2021,1,,0.011,,,0.001
15.12.2021,7,0.07,,0.7,0.07,0.005
15.12.2021,13,,0.022,,,0.006
15.12.2021,19,0.07,,1.1,0.16,0.003
16.12.2021,1,,0.012,,,0.002
16.12.2021,7,0.07,,0.9,0.07,0.004
