Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.09.06,01,,0.005,,0.06,0.000,,0.003
2021.09.06,07,0.14,,1.3,,0.001,0.053,0.005
2021.09.06,13,,,,,,,
2021.09.06,19,,,,,,,
2021.09.04,01,,0.005,,0.08,0.000,,0.002
2021.09.04,07,0.18,,1.4,,0.001,0.031,0.006
2021.09.04,13,,0.018,,0.19,0.002,,0.012
2021.09.04,19,0.18,,2.3,,0.001,0.090,0.010
2021.09.03,01,,0.005,,0.09,0.000,,0.002
2021.09.03,07,0.14,,2.1,,0.000,0.027,0.004
2021.09.03,13,,0.023,,0.22,0.001,,0.010
2021.09.03,19,0.18,,3.3,,0.001,0.088,0.011
2021.09.02,01,,0.005,,0.11,0.000,,0.004
2021.09.02,07,0.18,,2.1,,0.001,0.038,0.006
2021.09.02,13,,0.018,,0.19,0.001,,0.011
2021.09.02,19,0.19,,3.5,,0.001,0.080,0.008
2021.09.01,01,,0.005,,0.10,0.000,,0.003
2021.09.01,07,0.14,,2.5,,0.000,0.032,0.005
2021.09.01,13,,0.018,,0.23,0.001,,0.015
2021.09.01,19,0.19,,3.4,,0.001,0.099,0.012
2021.08.31,01,,0.005,,0.08,0.000,,0.003
2021.08.31,07,0.11,,1.4,,0.001,0.052,0.006
2021.08.31,13,,0.021,,0.19,0.001,,0.014
2021.08.31,19,0.18,,2.9,,0.001,0.122,0.012
