Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
29.07.2021,1,,0.003,,,0.003
29.07.2021,7,0.07,,1.4,0.07,0.008
29.07.2021,13,,0.017,,,0.016
29.07.2021,19,0.08,,2.6,0.16,0.013
30.07.2021,1,,0.003,,,0.004
30.07.2021,7,0.07,,1.8,0.08,0.006
30.07.2021,13,,0.019,,,0.017
30.07.2021,19,0.08,,2.0,0.17,0.014
31.07.2021,1,,0.003,,,0.003
31.07.2021,7,0.07,,1.0,0.08,0.005
31.07.2021,13,,0.017,,,0.014
31.07.2021,19,0.08,,1.4,0.15,0.011
02.08.2021,1,,0.003,,,0.002
02.08.2021,7,0.07,,1.1,0.05,0.005
