Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.07.29,01,,0.005,,0.05,0.001,,0.005
2022.07.29,07,0.07,,0.9,,0.001,0.038,0.007
2022.07.29,13,,,,,,,
2022.07.29,19,,,,,,,
2022.07.28,01,,0.003,,0.07,0.000,,0.007
2022.07.28,07,0.11,,0.3,,0.001,0.044,0.009
2022.07.28,13,,0.015,,0.18,0.001,,0.016
2022.07.28,19,0.15,,0.6,,0.001,0.116,0.014
2022.07.27,01,,0.005,,0.06,0.001,,0.006
2022.07.27,07,0.07,,1.2,,0.001,0.050,0.008
2022.07.27,13,,0.014,,0.15,0.001,,0.019
2022.07.27,19,0.19,,0.6,,0.001,0.108,0.014
2022.07.26,01,,0.005,,0.07,0.000,,0.005
2022.07.26,07,0.18,,0.9,,0.001,0.058,0.007
2022.07.26,13,,0.013,,0.19,0.001,,0.018
2022.07.26,19,0.08,,2.2,,0.001,0.135,0.014
2022.07.25,01,,0.005,,0.05,0.000,,0.004
2022.07.25,07,0.11,,0.5,,0.000,0.050,0.006
2022.07.25,13,,0.015,,0.17,0.001,,0.017
2022.07.25,19,0.11,,0.7,,0.001,0.120,0.013
2022.07.23,01,,0.005,,0.05,0.000,,0.003
2022.07.23,07,0.11,,1.1,,0.001,0.076,0.007
2022.07.23,13,,0.015,,0.14,0.001,,0.014
2022.07.23,19,0.15,,0.8,,0.001,0.138,0.005
