Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.01.14,01,,0.012,,0.07,0.000,,0.003
2022.01.14,07,0.14,,1.4,,0.001,0.043,0.005
2022.01.14,13,,,,,,,
2022.01.14,19,,,,,,,
2022.01.13,01,,0.014,,0.06,0.000,,0.002
2022.01.13,07,0.16,,0.9,,0.000,0.030,0.004
2022.01.13,13,,0.026,,0.21,0.001,,0.009
2022.01.13,19,0.16,,0.9,,0.000,0.030,0.004
2022.01.12,01,,0.014,,0.05,0.000,,0.002
2022.01.12,07,0.13,,0.6,,0.000,0.017,0.003
2022.01.12,13,,0.028,,0.17,0.001,,0.008
2022.01.12,19,0.16,,1.7,,0.001,0.084,0.006
2022.01.11,01,,0.012,,0.07,0.000,,0.002
2022.01.11,07,0.09,,0.97,,0.001,0.021,0.004
2022.01.11,13,,0.028,,0.17,0.001,,0.009
2022.01.11,19,0.16,,1.0,,0.001,0.075,0.007
2022.01.10,01,,0.011,,0.09,0.000,,0.003
2022.01.10,07,0.17,,0.6,,0.001,0.025,0.006
2022.01.10,13,,0.025,,0.19,0.001,,0.011
2022.01.10,19,0.17,,1.4,,0.001,0.085,0.009
