Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
07.07.2022,1,,0.003,,0.01,0.000
07.07.2022,7,0.07,0.008,0.5,0.01,0.001
07.07.2022,13,,0.010,,0.02,0.005
07.07.2022,19,0.07,0.008,1.0,0.03,0.003
08.07.2022,1,,0.003,,0.01,0.001
08.07.2022,7,0.07,0.008,0.4,0.02,0.002
08.07.2022,13,,0.013,,0.03,0.007
08.07.2022,19,0.07,0.010,0.9,0.03,0.004
09.07.2022,1,,0.002,,0.01,0.002
09.07.2022,7,0.07,0.007,0.4,0.00,0.003
09.07.2022,13,,0.008,,0.01,0.005
09.07.2022,19,0.07,0.007,0.5,0.02,0.003
11.07.2022,1,,0.003,,0.00,0.000
11.07.2022,7,0.07,0.008,0.4,0.01,0.002
11.07.2022,13,,0.012,,0.01,0.004
11.07.2022,19,0.07,0.010,0.5,0.02,0.003
12.07.2022,1,,0.003,,0.00,0.000
12.07.2022,7,0.07,0.007,0.2,0.00,0.001
