Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.07.22,01,,0.005,,0.08,0.000,,0.004
2022.07.22,07,0.11,,0.5,,0.000,0.064,0.008
2022.07.22,13,,,,,,,
2022.07.22,19,,,,,,,
2022.07.21,01,,0.007,,0.06,0.000,,0.005
2022.07.21,07,0.14,,0.3,,0.001,0.051,0.007
2022.07.21,13,,0.013,,0.11,0.001,,0.012
2022.07.21,19,0.19,,0.7,,0.001,0.123,0.015
2022.07.20,01,,0.003,,0.08,0.000,,0.004
2022.07.20,07,0.11,,0.4,,0.000,0.045,0.006
2022.07.20,13,,0.015,,0.14,0.001,,0.011
2022.07.20,19,0.15,,0.3,,0.001,0.105,0.013
2022.07.19,01,,0.005,,0.11,0.001,,0.005
2022.07.19,07,0.14,,0.7,,0.001,0.035,0.007
2022.07.19,13,,0.013,,0.19,0.001,,0.015
2022.07.19,19,0.15,,0.6,,0.000,0.096,0.010
2022.07.18,01,,0.005,,0.07,0.000,,0.004
2022.07.18,07,0.11,,0.7,,0.001,0.041,0.006
2022.07.18,13,,0.015,,0.18,0.001,,0.014
2022.07.18,19,0.15,,0.9,,0.001,0.083,0.011
