Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
28.04.2022,1,,0.016,,,0.002
28.04.2022,7,0.07,,1.2,0.04,0.004
28.04.2022,13,,0.030,,,0.006
28.04.2022,19,0.07,,1.7,0.21,0.003
29.04.2022,1,,0.019,,,0.002
29.04.2022,7,0.07,,1.2,0.07,0.003
29.04.2022,13,,0.032,,,0.006
29.04.2022,19,0.07,,1.3,0.19,0.004
30.04.2022,1,,0.017,,,0.001
30.04.2022,7,0.10,,1.3,0.10,0.002
30.04.2022,13,,0.029,,,0.007
30.04.2022,19,0.07,,1.6,0.17,0.006
02.05.2022,1,,0.014,,,0.002
02.05.2022,7,0.07,,1.2,0.08,0.003
