Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
04.08.2022,1,,0.005,,,0.001
04.08.2022,7,0.07,,1.3,0.07,0.003
04.08.2022,13,,0.012,,,0.012
04.08.2022,19,0.07,,1.3,0.11,0.008
05.08.2022,1,,0.002,,,0.000
05.08.2022,7,0.07,,1.4,0.05,0.002
05.08.2022,13,,0.010,,,0.011
05.08.2022,19,0.07,,2.0,0.09,0.006
06.08.2022,1,,0.002,,,0.003
06.08.2022,7,0.07,,0.9,0.06,0.005
06.08.2022,13,,0.008,,,0.014
06.08.2022,19,0.08,,1.5,0.11,0.011
08.08.2022,1,,0.003,,,0.001
08.08.2022,7,0.07,,1.2,0.05,0.003
