Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
28.07.2022,1,,0.002,,,0.003
28.07.2022,7,0.07,,0.2,0.05,0.005
28.07.2022,13,,0.008,,,0.012
28.07.2022,19,0.07,,1.7,0.09,0.010
29.07.2022,1,,0.003,,,0.003
29.07.2022,7,0.07,,0.5,0.04,0.006
29.07.2022,13,,0.012,,,0.013
29.07.2022,19,0.07,,1.4,0.08,0.011
30.07.2022,1,,0.002,,,0.003
30.07.2022,7,0.07,,1.5,0.05,0.007
30.07.2022,13,,0.010,,,0.014
30.07.2022,19,0.08,,2.2,0.11,0.008
01.08.2022,1,,0.003,,,0.002
01.08.2022,7,0.07,,0.5,0.06,0.007
