Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
28.10.2021,1,,0.019,,,0.000
28.10.2021,7,0.07,,1.0,0.10,0.001
28.10.2021,13,,0.022,,,0.007
28.10.2021,19,0.07,,1.5,0.25,0.009
29.10.2021,1,,0.011,,,0.002
29.10.2021,7,0.07,,1.0,0.09,0.003
29.10.2021,13,,0.016,,,0.010
29.10.2021,19,0.07,,1.5,0.19,0.006
30.10.2021,1,,0.014,,,0.001
30.10.2021,7,0.07,,0.9,0.08,0.005
30.10.2021,13,,0.018,,,0.008
30.10.2021,19,0.07,,1.4,0.21,0.005
01.11.2021,1,,0.014,,,0.002
01.11.2021,7,0.07,,1.1,0.06,0.004
