Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.09.02,01,,0.026,,0.12,0.000,,0.003
2022.09.02,07,0.14,,0.9,,0.000,0.039,0.006
2022.09.02,13,,,,,,,
2022.09.02,19,,,,,,,
2022.09.01,01,,0.008,,0.06,0.000,,0.004
2022.09.01,07,0.14,,1.13,,0.001,0.049,0.006
2022.09.01,13,,0.024,,0.09,0.001,,0.015
2022.09.01,19,0.18,,1.2,,0.001,0.099,0.010
2022.08.31,01,,0.008,,0.07,0.000,,0.003
2022.08.31,07,0.14,,1.1,,0.001,0.034,0.007
2022.08.31,13,,0.025,,0.16,0.001,,0.017
2022.08.31,19,0.18,,1.2,,0.001,0.094,0.016
2022.08.30,01,,0.008,,0.06,0.000,,0.004
2022.08.30,07,0.11,,0.9,,0.001,0.038,0.008
2022.08.30,13,,0.020,,0.12,0.001,,0.018
2022.08.30,19,0.19,,1.9,,0.001,0.111,0.014
2022.08.29,01,,0.008,,0.07,0.000,,0.005
2022.08.29,07,0.14,,0.7,,0.001,0.044,0.009
2022.08.29,13,,0.020,,0.16,0.001,,0.018
2022.08.29,19,0.15,,1.7,,0.001,0.129,0.014
2022.08.27,01,,0.007,,0.06,0.000,,0.004
2022.08.27,07,0.11,,1.1,,0.001,0.048,0.006
2022.08.27,13,,0.023,,0.14,0.001,,0.015
2022.08.27,19,0.19,,1.1,,0.001,0.120,0.019
