Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.05.2022,1,,0.015,,,0.001
30.05.2022,7,0.07,,1.4,0.01,0.003
30.05.2022,13,,0.026,,,0.010
30.05.2022,19,0.07,,1.9,0.09,0.008
31.05.2022,1,,0.016,,,0.002
31.05.2022,7,0.07,,1.4,0.04,0.005
31.05.2022,13,,0.024,,,0.013
31.05.2022,19,0.07,,2.0,0.10,0.009
01.06.2022,1,,0.014,,,0.002
01.06.2022,7,0.07,,1.1,0.04,0.004
01.06.2022,13,,0.023,,,0.014
01.06.2022,19,0.07,,1.6,0.06,0.011
02.06.2022,1,,0.015,,,0.003
02.06.2022,7,0.11,,1.9,0.04,0.006
