Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.05.27,01,,0.019,,0.10,0.06,0.000,,0.003
2022.05.27,07,0.11,0.026,1.6,0.13,0.07,0.001,0.01,0.006
2022.05.27,13,,,,,,,,
2022.05.27,19,,,,,,,,
2022.05.26,01,,0.021,,0.09,0.05,0.00,,0.002
2022.05.26,07,0.15,0.024,1.9,0.12,0.07,0.001,0.01,0.003
2022.05.26,13,,0.031,,0.23,0.14,0.001,,0.015
2022.05.26,19,0.07,0.029,1.9,0.26,0.16,0.001,0.01,0.012
2022.05.25,01,,0.016,,0.09,0.06,0.000,,0.002
2022.05.25,07,0.11,0.022,1.2,0.11,0.06,0.001,0.01,0.006
2022.05.25,13,,0.030,,0.19,0.11,0.002,,0.013
2022.05.25,19,0.07,0.031,1.6,0.23,0.14,0.001,0.01,0.012
2022.05.24,01,,0.018,,0.07,0.04,0.000,,0.002
2022.05.24,07,0.07,0.026,1.7,0.11,0.06,0.001,0.01,0.005
2022.05.24,13,,0.029,,0.22,0.13,0.001,,0.014
2022.05.24,19,0.07,0.031,2.4,0.25,0.16,0.001,0.01,0.016
2022.05.23,01,,0.019,,0.09,0.05,0.000,,0.002
2022.05.23,07,0.07,0.024,1.8,0.10,0.06,0.001,0.01,0.006
2022.05.23,13,,0.028,,0.19,0.12,0.001,,0.014
2022.05.23,19,0.07,0.034,2.1,0.23,0.14,0.001,0.01,0.011
