Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
03.12.2020,1,,0.008,,0.00,0.002
03.12.2020,7,0.07,0.012,0.2,0.01,0.003
03.12.2020,13,,0.015,,0.01,0.005
03.12.2020,19,0.07,0.020,0.5,0.02,0.002
04.12.2020,1,,0.012,,0.00,0.000
04.12.2020,7,0.07,0.014,0.2,0.01,0.001
04.12.2020,13,,0.022,,0.02,0.004
04.12.2020,19,0.07,0.026,0.4,0.01,0.003
05.12.2020,1,,0.015,,0.00,0.001
05.12.2020,7,0.07,0.020,0.2,0.01,0.002
05.12.2020,13,,0.026,,0.01,0.005
05.12.2020,19,0.07,0.031,0.2,0.02,0.004
07.12.2020,1,,0.014,,0.00,0.000
07.12.2020,7,0.06,0.017,0.2,0.01,0.001
07.12.2020,13,,0.021,,0.01,0.003
07.12.2020,19,0.07,0.028,0.2,0.02,0.002
08.12.2020,1,,0.012,,0.00,0.000
08.12.2020,7,0.07,0.015,0.2,0.01,0.001
