Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.10.2021,1,,0.005,,,0.002
13.10.2021,7,0.07,,1.4,0.08,0.004
13.10.2021,13,,0.016,,,0.008
13.10.2021,19,0.07,,1.6,0.12,0.006
15.10.2021,1,,0.005,,,0.001
15.10.2021,7,0.07,,1.2,0.06,0.002
15.10.2021,13,,0.019,,,0.009
15.10.2021,19,0.07,,1.5,0.16,0.006
16.10.2021,1,,0.005,,,0.002
16.10.2021,7,0.07,,1.0,0.05,0.004
16.10.2021,13,,0.017,,,0.008
16.10.2021,19,0.07,,1.2,0.11,0.005
18.10.2021,1,,0.005,,,0.000
18.10.2021,7,0.07,,1.0,0.04,0.003
