Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.11.2021,1,,0.014,,,0.002
25.11.2021,7,0.07,,1.0,0.07,0.003
25.11.2021,13,,0.022,,,0.007
25.11.2021,19,0.07,,1.2,0.12,0.005
26.11.2021,1,,0.003,,,0.001
26.11.2021,7,0.07,,2.1,0.04,0.004
26.11.2021,13,,0.025,,,0.008
26.11.2021,19,0.07,,2.0,0.10,0.006
27.11.2021,1,,0.013,,,0.002
27.11.2021,7,0.07,,1.0,0.07,0.005
27.11.2021,13,,0.021,,,0.010
27.11.2021,19,0.07,,1.7,0.10,0.009
29.11.2021,1,,0.010,,,0.001
29.11.2021,7,0.07,,1.1,0.06,0.003
