Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2020.11.06,01,,0.040,,0.07,0.04,0.000,,0.002
2020.11.06,07,0.10,0.05,1.5,0.09,0.05,0.001,0.01,0.005
2020.11.06,13,,,,,,,,
2020.11.06,19,,,,,,,,
2020.11.05,01,,0.054,,0.08,0.05,0.001,,0.002
2020.11.05,07,0.14,0.062,1.6,0.11,0.06,0.001,0.01,0.005
2020.11.05,13,,0.110,,0.17,0.09,0.003,,0.010
2020.11.05,19,0.17,0.138,2.4,0.24,0.15,0.002,0.01,0.008
2020.11.04,01,,0.047,,0.07,0.04,0.001,,0.002
2020.11.04,07,0.07,0.054,1.0,0.09,0.05,0.001,0.00,0.005
2020.11.04,13,,0.125,,0.18,0.11,0.003,,0.008
2020.11.04,19,0.17,0.098,2.7,0.20,0.12,0.002,0.01,0.010
2020.11.03,01,,0.042,,0.06,0.04,0.000,,0.006
2020.11.03,07,0.07,0.052,1.7,0.11,0.06,0.001,0.01,0.007
2020.11.03,13,,0.123,,0.16,0.10,0.003,,0.009
2020.11.03,19,0.07,0.131,1.5,0.19,0.12,0.002,0.01,0.008
2020.11.02,01,,0.047,,0.05,0.03,0.000,,0.001
2020.11.02,07,0.17,0.050,1.1,0.05,0.03,0.001,0.01,0.004
2020.11.02,13,,0.133,,0.13,0.08,0.002,,0.001
2020.11.02,19,0.10,0.08,2.2,0.17,0.10,0.002,0.01,0.010
