Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.09.2021,1,,0.003,,,0.000
20.09.2021,7,0.07,,1.3,0.07,0.002
20.09.2021,13,,0.016,,,0.006
20.09.2021,19,0.07,,1.6,0.13,0.009
21.09.2021,1,,0.002,,,0.002
21.09.2021,7,0.07,,1.2,0.09,0.000
21.09.2021,13,,0.013,,,0.004
21.09.2021,19,0.07,,1.4,0.11,0.006
22.09.2021,1,,0.003,,,0.001
22.09.2021,7,0.07,,1.3,0.08,0.003
22.09.2021,13,,0.008,,,0.006
22.09.2021,19,0.07,,1.5,0.13,0.009
23.09.2021,1,,0.002,,,0.001
23.09.2021,7,0.07,,1.2,0.06,0.003
